Title,Type,Location,Address,Price,Cancellation Policy,Review Number,Overall Review,Rating,StaffFriendlinessR,Facilities,CleanlinessR,ComfortR,Cost-effectivenessR,LocationR,Free Wi-FiR,URL
메종 글래드 제주,호텔,"제주 시내, 제주","제주, 노연로 80",361956,무료취소,1465,좋음,7.9,8.8,8.3,8.3,8.4,8.0,8.8,8.4,https://www.booking.com/hotel/kr/jeju-grand.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4AsC-h6QGwAIB0gIkYWYxNTEwM2ItYzZhYy00MzlmLTg4NDMtZjQzOGE4MGM3ZmJh2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=c55a62a00dac0037&srepoch=1686232898&all_sr_blocks=55924914_338864194_2_42_0&highlighted_blocks=55924914_338864194_2_42_0&matching_block_id=55924914_338864194_2_42_0&sr_pri_blocks=55924914_338864194_2_42_0__36288000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
린든 게스트하우스,게스트하우스,"제주 시내, 제주","제주, 서광로 278",71610,무료취소,1,최고,9.0,7.5,10,10,10,10,10,7.5,https://www.booking.com/hotel/kr/rindeun-geseuteuhauseu.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4AsC-h6QGwAIB0gIkYWYxNTEwM2ItYzZhYy00MzlmLTg4NDMtZjQzOGE4MGM3ZmJh2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=c55a62a00dac0037&srepoch=1686232898&all_sr_blocks=1012025903_374658369_2_0_0&highlighted_blocks=1012025903_374658369_2_0_0&matching_block_id=1012025903_374658369_2_0_0&sr_pri_blocks=1012025903_374658369_2_0_0__7200000&from=searchresults#hotelTmpl
켄싱턴리조트 제주한림,리조트,"한림읍, 제주","제주, 한림해안로 530",411432,무료취소,86,매우 좋음,8.1,9.2,8.2,8.0,8.2,8.2,8.6,7.5,https://www.booking.com/hotel/kr/kensington-resort-jeju.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4AsC-h6QGwAIB0gIkYWYxNTEwM2ItYzZhYy00MzlmLTg4NDMtZjQzOGE4MGM3ZmJh2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=c55a62a00dac0037&srepoch=1686232898&all_sr_blocks=27925315_113400179_4_2_0&highlighted_blocks=27925315_113400179_4_2_0&matching_block_id=27925315_113400179_4_2_0&sr_pri_blocks=27925315_113400179_4_2_0__41220000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
제주 별헤는밤 글램핑,홀리데이 홈,"애월읍, 제주","제주, 애월읍 광상로 348",277326,무료취소,240,매우 좋음,8.0,8.8,8.3,8.3,8.3,8.2,7.8,7.5,https://www.booking.com/hotel/kr/jeju-byeol-heneun-bam.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4AsC-h6QGwAIB0gIkYWYxNTEwM2ItYzZhYy00MzlmLTg4NDMtZjQzOGE4MGM3ZmJh2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=c55a62a00dac0037&srepoch=1686232898&all_sr_blocks=255477301_357385145_2_1_0&highlighted_blocks=255477301_357385145_2_1_0&matching_block_id=255477301_357385145_2_1_0&sr_pri_blocks=255477301_357385145_2_1_0__27800000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
제주 썬호텔&카지노,호텔,"제주 시내, 제주","제주, 삼무로 67",279930,무료취소,118,최고,9.0,9.4,9.0,9.3,9.1,9.1,9.1,9.4,https://www.booking.com/hotel/kr/jeju-sun-hotel-casin.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4AsC-h6QGwAIB0gIkYWYxNTEwM2ItYzZhYy00MzlmLTg4NDMtZjQzOGE4MGM3ZmJh2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=c55a62a00dac0037&srepoch=1686232898&all_sr_blocks=137331028_365288445_2_2_0&highlighted_blocks=137331028_365288445_2_2_0&matching_block_id=137331028_365288445_2_2_0&sr_pri_blocks=137331028_365288445_2_2_0__28000000&from=searchresults#hotelTmpl
포에마스테이 펜션,홀리데이 홈,"한림읍, 제주","제주, 한림읍 명월로 13",229152,무료취소,64,좋음,7.9,8.7,8.0,8.2,8.1,8.1,7.7,10,https://www.booking.com/hotel/kr/poema-stay.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Aqi_h6QGwAIB0gIkOTExMDcxYjgtNzEzZC00YTVkLTgwM2MtMGY0NzEyNDE2Njg12AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=26&sr_order=popularity&srpvid=179062d414fe04a5&srepoch=1686233002&all_sr_blocks=214699301_371037875_2_0_0&highlighted_blocks=214699301_371037875_2_0_0&matching_block_id=214699301_371037875_2_0_0&sr_pri_blocks=214699301_371037875_2_0_0__22932000&from=searchresults#hotelTmpl
스카이 호텔,호텔,"한림읍, 제주","제주, 한림읍 한림로 917",175770,무료취소,47,매우 좋음,8.3,8.8,8.7,8.6,8.4,8.9,7.7,10,https://www.booking.com/hotel/kr/sky-jeju1.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Aqi_h6QGwAIB0gIkOTExMDcxYjgtNzEzZC00YTVkLTgwM2MtMGY0NzEyNDE2Njg12AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=popularity&srpvid=179062d414fe04a5&srepoch=1686233002&all_sr_blocks=900761901_363286710_2_0_0&highlighted_blocks=900761901_363286710_2_0_0&matching_block_id=900761901_363286710_2_0_0&sr_pri_blocks=900761901_363286710_2_0_0__17595000&from=searchresults#hotelTmpl
하늘타리펜션,홀리데이 홈,제주,"제주, 59, Yeondaemaeul-gil",389298,무료취소,35,강력 추천,9.5,9.6,9.8,9.6,9.8,9.4,9.1,10,https://www.booking.com/hotel/kr/haneultaripensyeon.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Aqi_h6QGwAIB0gIkOTExMDcxYjgtNzEzZC00YTVkLTgwM2MtMGY0NzEyNDE2Njg12AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=28&sr_order=popularity&srpvid=179062d414fe04a5&srepoch=1686233002&all_sr_blocks=171946004_370096433_2_0_0&highlighted_blocks=171946004_370096433_2_0_0&matching_block_id=171946004_370096433_2_0_0&sr_pri_blocks=171946004_370096433_2_0_0__39000000&from=searchresults#hotelTmpl
씨스테이 호텔,호텔,"애월읍, 제주","제주, 애월읍 애월해안로 255",218736,무료취소,169,좋음,7.9,8.7,8.0,8.1,8.1,7.9,8.5,8.6,https://www.booking.com/hotel/kr/sea-stay.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Aqi_h6QGwAIB0gIkOTExMDcxYjgtNzEzZC00YTVkLTgwM2MtMGY0NzEyNDE2Njg12AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=29&sr_order=popularity&srpvid=179062d414fe04a5&srepoch=1686233002&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__21865110&from=searchresults#hotelTmpl
엠버호텔 센트럴,호텔,"제주 시내, 제주","제주, 노연로 24",162750,무료취소,,,,,,,,,,,https://www.booking.com/hotel/kr/embeosenteureolhotel.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Aqi_h6QGwAIB0gIkOTExMDcxYjgtNzEzZC00YTVkLTgwM2MtMGY0NzEyNDE2Njg12AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=30&sr_order=popularity&srpvid=179062d414fe04a5&srepoch=1686233002&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__16268132&from=searchresults#hotelTmpl
베드라디오 동문점,게스트하우스,"제주 시내, 제주","제주, 중앙로1길 41-1",126294,,467,매우 좋음,8.3,8.9,8.3,8.2,8.4,8.8,9.2,8.2,https://www.booking.com/hotel/kr/jejudongmungeseuteuhauseu-cheju.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Aqi_h6QGwAIB0gIkOTExMDcxYjgtNzEzZC00YTVkLTgwM2MtMGY0NzEyNDE2Njg12AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&srpvid=179062d414fe04a5&srepoch=1686233002&all_sr_blocks=345997603_159628717_2_1_0&highlighted_blocks=345997603_159628717_2_1_0&matching_block_id=345997603_159628717_2_1_0&sr_pri_blocks=345997603_159628717_2_1_0__12672000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
글로스터 호텔 제주,호텔,"제주 시내, 제주","제주, 삼무로 57",145824,무료취소,1419,매우 좋음,8.2,8.7,8.3,8.5,8.5,8.7,9.0,8.7,https://www.booking.com/hotel/kr/howard-johnson-jeju-city.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Aqi_h6QGwAIB0gIkOTExMDcxYjgtNzEzZC00YTVkLTgwM2MtMGY0NzEyNDE2Njg12AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=32&sr_order=popularity&srpvid=179062d414fe04a5&srepoch=1686233002&all_sr_blocks=222454029_329565677_0_2_0&highlighted_blocks=222454029_329565677_0_2_0&matching_block_id=222454029_329565677_0_2_0&sr_pri_blocks=222454029_329565677_0_2_0__14620500&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
그림리조트,리조트,"제주 시내, 제주","제주, 서해안로 620-1",195300,,560,좋음,7.2,8.5,7.4,7.5,7.6,7.7,8.2,8.3,https://www.booking.com/hotel/kr/grim-resort.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Aqi_h6QGwAIB0gIkOTExMDcxYjgtNzEzZC00YTVkLTgwM2MtMGY0NzEyNDE2Njg12AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=33&sr_order=popularity&srpvid=179062d414fe04a5&srepoch=1686233002&all_sr_blocks=223877912_332195106_2_0_0&highlighted_blocks=223877912_332195106_2_0_0&matching_block_id=223877912_332195106_2_0_0&sr_pri_blocks=223877912_332195106_2_0_0__19620000&from=searchresults#hotelTmpl
호텔 휘슬락 바이 베스트웨스턴 시그니처 컬렉션,호텔,"제주 시내, 제주","제주, 제주 제주시 서부두2길 26",199206,무료취소,1514,좋음,7.4,8.3,7.8,7.8,7.9,8.0,8.7,8.2,https://www.booking.com/hotel/kr/whistle.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Aqi_h6QGwAIB0gIkOTExMDcxYjgtNzEzZC00YTVkLTgwM2MtMGY0NzEyNDE2Njg12AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&srpvid=179062d414fe04a5&srepoch=1686233002&all_sr_blocks=214436122_101506820_2_2_0&highlighted_blocks=214436122_101506820_2_2_0&matching_block_id=214436122_101506820_2_2_0&sr_pri_blocks=214436122_101506820_2_2_0__19950000&from=searchresults#hotelTmpl
블루 스프링 호텔,호텔,"한림읍, 제주","제주, 330, Hallim-ro, Hallim-eup",238266,무료취소,498,좋음,7.0,7.4,7.0,7.0,7.2,6.9,9.1,8.7,https://www.booking.com/hotel/kr/blue-spring.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Aqi_h6QGwAIB0gIkOTExMDcxYjgtNzEzZC00YTVkLTgwM2MtMGY0NzEyNDE2Njg12AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=35&sr_order=popularity&srpvid=179062d414fe04a5&srepoch=1686233002&all_sr_blocks=322039601_0_2_0_0&highlighted_blocks=322039601_0_2_0_0&matching_block_id=322039601_0_2_0_0&sr_pri_blocks=322039601_0_2_0_0__23825943&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
삼해인관광호텔,호텔,"제주 시내, 제주","제주, 도령로 108",100254,무료취소,573,매우 좋음,8.0,8.9,7.8,8.1,8.3,8.9,9.0,7.2,https://www.booking.com/hotel/kr/samhaein-tourist-jeju-city.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Aqi_h6QGwAIB0gIkOTExMDcxYjgtNzEzZC00YTVkLTgwM2MtMGY0NzEyNDE2Njg12AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=36&sr_order=popularity&srpvid=179062d414fe04a5&srepoch=1686233002&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__10037534&from=searchresults#hotelTmpl
에코 그린 리조트 & 풀 빌라,리조트,"한림읍, 제주","제주, 한림읍 귀덕6길 94",380184,무료취소,504,좋음,7.9,8.5,8.2,7.9,8.1,8.4,7.8,8.5,https://www.booking.com/hotel/kr/eco-green-resort-amp-pool-villa-jejusi.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Aqi_h6QGwAIB0gIkOTExMDcxYjgtNzEzZC00YTVkLTgwM2MtMGY0NzEyNDE2Njg12AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&srpvid=179062d414fe04a5&srepoch=1686233002&all_sr_blocks=400689801_332322991_2_2_0&highlighted_blocks=400689801_332322991_2_2_0&matching_block_id=400689801_332322991_2_2_0&sr_pri_blocks=400689801_332322991_2_2_0__38080000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
라마다 프라자 호텔,호텔,"제주 시내, 제주","제주, 탑동로 66",468720,무료취소,1080,매우 좋음,8.0,9.0,8.4,8.5,8.6,7.8,8.8,8.9,https://www.booking.com/hotel/kr/ramada-plaza-jeju.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Aqi_h6QGwAIB0gIkOTExMDcxYjgtNzEzZC00YTVkLTgwM2MtMGY0NzEyNDE2Njg12AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=38&sr_order=popularity&srpvid=179062d414fe04a5&srepoch=1686233002&all_sr_blocks=134218017_371034889_2_2_0&highlighted_blocks=134218017_371034889_2_2_0&matching_block_id=134218017_371034889_2_2_0&sr_pri_blocks=134218017_371034889_2_2_0__46941233&from=searchresults#hotelTmpl
오투힐 리조트,리조트,"구좌읍, 제주","제주, 제주 구좌읍 해맞이해안로 1590-6",449190,무료취소,127,매우 좋음,8.3,9.2,8.5,8.8,8.8,8.5,8.5,9.5,https://www.booking.com/hotel/kr/k-turn-and-resort.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Aqi_h6QGwAIB0gIkOTExMDcxYjgtNzEzZC00YTVkLTgwM2MtMGY0NzEyNDE2Njg12AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=39&sr_order=popularity&srpvid=179062d414fe04a5&srepoch=1686233002&all_sr_blocks=132560303_287459153_2_1_0&highlighted_blocks=132560303_287459153_2_1_0&matching_block_id=132560303_287459153_2_1_0&sr_pri_blocks=132560303_287459153_2_1_0__45000000&from=searchresults#hotelTmpl
훈데르트힐즈,리조트,"우도, 제주","제주, 우도면 우도해안길 32-24",789012,무료취소,9,최고,9.0,8.9,9.2,8.9,9.7,8.6,9.4,8.9,https://www.booking.com/hotel/kr/hundereuteuhiljeu.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Aqi_h6QGwAIB0gIkOTExMDcxYjgtNzEzZC00YTVkLTgwM2MtMGY0NzEyNDE2Njg12AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=40&sr_order=popularity&srpvid=179062d414fe04a5&srepoch=1686233002&all_sr_blocks=870064808_365545827_4_42_0&highlighted_blocks=870064808_365545827_4_42_0&matching_block_id=870064808_365545827_4_42_0&sr_pri_blocks=870064808_365545827_4_42_0__79000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Aqua Beautique Poolvilla,홀리데이 홈,"구좌읍, 제주","제주, 522 Haemajihaean-ro, Gujwa-eup",499968,무료취소,17,우수함,8.8,9.6,9.0,9.1,9.1,9.0,9.3,10,https://www.booking.com/hotel/kr/aqua-beautique.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Aqi_h6QGwAIB0gIkOTExMDcxYjgtNzEzZC00YTVkLTgwM2MtMGY0NzEyNDE2Njg12AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=41&sr_order=popularity&srpvid=179062d414fe04a5&srepoch=1686233002&all_sr_blocks=112531101_374031634_2_1_0&highlighted_blocks=112531101_374031634_2_1_0&matching_block_id=112531101_374031634_2_1_0&sr_pri_blocks=112531101_374031634_2_1_0__50100000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
제주 리치호텔,호텔,"애월읍, 제주","제주, 애월읍 고내로13길 100",210924,무료취소,479,좋음,7.9,8.6,8.1,8.0,8.0,8.3,8.7,8.2,https://www.booking.com/hotel/kr/rich.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Aqi_h6QGwAIB0gIkOTExMDcxYjgtNzEzZC00YTVkLTgwM2MtMGY0NzEyNDE2Njg12AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=42&sr_order=popularity&srpvid=179062d414fe04a5&srepoch=1686233002&all_sr_blocks=146960609_270075252_2_0_0&highlighted_blocks=146960609_270075252_2_0_0&matching_block_id=146960609_270075252_2_0_0&sr_pri_blocks=146960609_270075252_2_0_0__21060000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
대동 호텔,호텔,"제주 시내, 제주","제주, 관덕로 15길 6",105462,무료취소,162,매우 좋음,8.0,8.9,8.0,8.4,8.2,8.7,9.3,8.6,https://www.booking.com/hotel/kr/daedong.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Aqi_h6QGwAIB0gIkOTExMDcxYjgtNzEzZC00YTVkLTgwM2MtMGY0NzEyNDE2Njg12AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=43&sr_order=popularity&srpvid=179062d414fe04a5&srepoch=1686233002&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__10596841&from=searchresults#hotelTmpl
엠버시티호텔,호텔,"제주 시내, 제주","제주, 노연로 13",160146,무료취소,,,,,,,,,,,https://www.booking.com/hotel/kr/embeositihotel.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Aqi_h6QGwAIB0gIkOTExMDcxYjgtNzEzZC00YTVkLTgwM2MtMGY0NzEyNDE2Njg12AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=44&sr_order=popularity&srpvid=179062d414fe04a5&srepoch=1686233002&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__16050407&from=searchresults#hotelTmpl
호텔 더원,호텔,"제주 시내, 제주","제주, 사장3길 33",179676,무료취소,247,좋음,7.3,8.4,7.7,7.8,7.6,7.8,7.6,8.0,https://www.booking.com/hotel/kr/the-one.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Aqi_h6QGwAIB0gIkOTExMDcxYjgtNzEzZC00YTVkLTgwM2MtMGY0NzEyNDE2Njg12AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=45&sr_order=popularity&srpvid=179062d414fe04a5&srepoch=1686233002&all_sr_blocks=147332602_309779693_2_2_0&highlighted_blocks=147332602_309779693_2_2_0&matching_block_id=147332602_309779693_2_2_0&sr_pri_blocks=147332602_309779693_2_2_0__17995687&from=searchresults#hotelTmpl
더 제이드 호텔,호텔,"제주 시내, 제주","제주, 관덕로15길 7-1",203112,무료취소,7,매우 좋음,8.4,8.6,8.6,8.9,8.6,8.6,9.3,8.6,https://www.booking.com/hotel/kr/the-jade.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Aqi_h6QGwAIB0gIkOTExMDcxYjgtNzEzZC00YTVkLTgwM2MtMGY0NzEyNDE2Njg12AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=46&sr_order=popularity&srpvid=179062d414fe04a5&srepoch=1686233002&all_sr_blocks=950837903_367956621_2_2_0&highlighted_blocks=950837903_367956621_2_2_0&matching_block_id=950837903_367956621_2_2_0&sr_pri_blocks=950837903_367956621_2_2_0__20394000&from=searchresults#hotelTmpl
